,0,1,2,3,4,5,6,7,drama,comedy,thriller,romance,action,adventure,crime,fantasy,family,mystery,sci-fi,horror,biography,animation,music,sport,history,war,musical,documentary,western,news
726,comedy,crime,fantasy,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,action,adventure,crime,thriller,,,,,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,action,adventure,sci-fi,,,,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
729,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,action,adventure,fantasy,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,action,adventure,fantasy,sci-fi,thriller,,,,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
732,adventure,thriller,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,animation,adventure,comedy,family,fantasy,sci-fi,sport,,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
734,animation,adventure,drama,family,fantasy,musical,mystery,romance,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
735,adventure,comedy,drama,family,romance,,,,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736,adventure,comedy,drama,fantasy,,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,fantasy,horror,mystery,thriller,,,,,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
738,adventure,drama,romance,thriller,,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,horror,thriller,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
740,comedy,romance,sport,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
741,action,adventure,comedy,crime,thriller,,,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,drama,romance,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,comedy,family,fantasy,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,adventure,comedy,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,action,adventure,fantasy,thriller,,,,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,action,drama,thriller,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
752,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,drama,music,romance,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,action,horror,sci-fi,thriller,,,,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
755,comedy,crime,musical,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
756,comedy,fantasy,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,action,adventure,crime,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,action,thriller,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,comedy,drama,family,romance,,,,,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
764,action,adventure,drama,history,war,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
765,action,crime,drama,mystery,sci-fi,thriller,,,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
766,horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
767,action,adventure,horror,sci-fi,thriller,,,,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
768,action,horror,sci-fi,thriller,,,,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
769,action,drama,sport,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
770,animation,adventure,comedy,family,fantasy,musical,,,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
771,animation,adventure,comedy,family,fantasy,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
772,drama,mystery,thriller,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,action,crime,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
775,animation,adventure,comedy,family,fantasy,sci-fi,,,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
776,animation,drama,family,fantasy,musical,romance,,,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
777,horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
778,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,action,adventure,crime,thriller,,,,,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,action,thriller,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
785,animation,adventure,comedy,family,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
786,action,adventure,sci-fi,,,,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,animation,adventure,comedy,family,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
788,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,animation,adventure,comedy,family,music,musical,romance,,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
790,action,horror,thriller,,,,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
791,animation,adventure,comedy,family,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
792,crime,drama,mystery,thriller,,,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
793,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,adventure,family,fantasy,,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
795,action,horror,thriller,,,,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
796,action,drama,thriller,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,action,adventure,mystery,thriller,,,,,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799,action,horror,sci-fi,thriller,,,,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
800,action,comedy,crime,thriller,,,,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,animation,adventure,comedy,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
802,drama,music,romance,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,action,adventure,sci-fi,thriller,,,,,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,crime,thriller,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,action,sci-fi,thriller,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
807,adventure,comedy,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,comedy,drama,family,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
810,action,adventure,fantasy,horror,thriller,,,,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
811,comedy,drama,music,romance,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
812,adventure,family,fantasy,,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,animation,action,adventure,family,fantasy,sci-fi,,,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
814,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
815,action,thriller,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,comedy,drama,musical,romance,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
820,animation,action,adventure,comedy,family,fantasy,sci-fi,,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
821,comedy,fantasy,romance,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,adventure,family,fantasy,,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823,action,crime,drama,mystery,thriller,,,,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
824,adventure,comedy,family,fantasy,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,action,adventure,fantasy,sci-fi,thriller,,,,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
827,action,fantasy,horror,sci-fi,thriller,,,,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
828,drama,war,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
829,comedy,fantasy,romance,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,comedy,drama,music,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
831,action,comedy,romance,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,action,comedy,crime,thriller,,,,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,horror,thriller,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
834,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
835,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,drama,mystery,thriller,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
838,adventure,comedy,family,fantasy,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
839,drama,fantasy,romance,,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,action,comedy,romance,thriller,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,drama,music,romance,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842,animation,action,adventure,family,fantasy,,,,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
843,action,adventure,crime,mystery,thriller,,,,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844,action,comedy,romance,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,action,crime,sci-fi,thriller,,,,,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
846,action,sci-fi,thriller,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
847,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,drama,thriller,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,action,adventure,drama,history,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
853,comedy,family,fantasy,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
854,animation,adventure,comedy,family,fantasy,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
855,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,drama,mystery,thriller,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
857,drama,mystery,sci-fi,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
858,animation,adventure,family,fantasy,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
859,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,horror,thriller,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
861,adventure,drama,thriller,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,drama,sci-fi,thriller,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,comedy,horror,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865,comedy,horror,romance,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,drama,music,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
868,action,crime,horror,thriller,,,,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
869,drama,romance,thriller,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,action,crime,drama,thriller,,,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,action,crime,drama,mystery,thriller,,,,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,drama,horror,thriller,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,crime,drama,thriller,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,drama,romance,sci-fi,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
875,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,adventure,drama,fantasy,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,drama,mystery,romance,thriller,,,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
881,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,action,adventure,family,fantasy,romance,,,,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
885,action,adventure,fantasy,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,crime,thriller,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,action,crime,drama,thriller,,,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,comedy,family,fantasy,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
891,animation,drama,family,musical,romance,,,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
892,drama,romance,war,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
893,action,drama,thriller,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,horror,mystery,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
895,comedy,drama,history,romance,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
896,comedy,sport,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
897,drama,sport,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,comedy,drama,fantasy,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,adventure,comedy,sci-fi,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
900,comedy,drama,music,romance,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,drama,mystery,romance,thriller,,,,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
902,action,comedy,crime,thriller,,,,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,action,adventure,comedy,family,sci-fi,,,,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
904,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,animation,adventure,family,sci-fi,,,,,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
910,comedy,family,fantasy,music,romance,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
911,horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
912,action,thriller,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,action,adventure,comedy,thriller,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,action,drama,thriller,war,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
915,adventure,comedy,family,fantasy,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
916,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,comedy,romance,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,horror,mystery,thriller,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
921,action,drama,thriller,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,crime,mystery,thriller,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
924,action,adventure,crime,fantasy,thriller,,,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,comedy,drama,romance,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,animation,adventure,comedy,family,sci-fi,,,,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
927,action,drama,mystery,thriller,,,,,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,animation,comedy,crime,family,musical,mystery,,,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
929,crime,horror,mystery,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
930,comedy,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,action,fantasy,horror,thriller,,,,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,animation,adventure,comedy,family,fantasy,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
933,action,adventure,drama,,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,action,comedy,drama,thriller,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,animation,adventure,comedy,family,fantasy,mystery,,,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
937,animation,adventure,family,fantasy,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
938,drama,sport,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
939,animation,comedy,family,fantasy,music,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
940,comedy,sport,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
941,action,adventure,fantasy,sci-fi,,,,,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
942,comedy,drama,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,horror,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
944,drama,thriller,war,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
945,drama,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,action,comedy,crime,thriller,,,,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,animation,comedy,family,sport,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
948,comedy,music,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,action,crime,thriller,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,action,adventure,drama,fantasy,history,,,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
